unique_id,first_name,surname,dob,city,email,group
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
72.8
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
63.0
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
66.2
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
78.2
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
54.0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
56.2
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3907,Oliver,Allen,2019-10-13,London,,1112
53.4
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3994,Mia,Allen,1979-05-30,London,,1138
62.4
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3996,Mia,Allenn,1979-04-28,London,m.a85@mathews.com,1138
59.6
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3997,Mia,Allen,1979-06-29,Londoo,,1138
62.8
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4042,Isaac,Allen,1998-09-19,London,i.a78@griffin.com,1150
60.2
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4043,Isaac,Allen,1999-09-19,London,i.a78@griffin.com,1150
60.2
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4544,craG,Allen,2008-08-01,London,gracea41@sanchez.biz,1294
55.6
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4546,Grace,Allen,1998-08-03,London,gracea41@sanchez.biz,1294
60.2
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4554,,Allen,1971-06-18,London,ja@campbell.com,1297
66.8
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
4556,,Allen,1971-07-18,London,ja@campbell.com,1297
64.6
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
6263,Lanu,Allen,2003-04-26,London,lunaallen38@williams.biz,1779
57.8
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
6264,Luna,Allen,2002-03-25,London,lunaallen38@williams.biz,1779
57.8
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
6990,Rosie,,1974-06-21,London,rscott22@morris-adams.inf,1998
54.2
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
5,Grace,Kelly,1991-04-26,,grace.kelly52@jones.com,1
66.0
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
1930,Grace,Shaw,1985-06-13,London,grace@henry-west.com,563
66.6
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
1933,Grace,Shaw,1995-06-09,London,graces@henry-west.com,563
67.0
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
2538,Grace,,1978-08-27,London,gwillis@martinez.org,733
63.4
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
2539,Grace,Willis,1978-08-28,London,gwillis@martinez.org,733
63.4
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
3951,Grace,Jacobs,1999-03-03,London,gjacobs48@baker.com,1125
65.2
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
4546,Grace,Allen,1998-08-03,London,gracea41@sanchez.biz,1294
67.0
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
5293,Grace,Wilkinkson,2028-11-14,London,gwilkinson@hanna-moore.com,1512
54.2
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7296,Grace,Deivs,2024-10-05,London,grace.d85@allison.com,2078
60.6
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7298,Grace,Davies,2014-10-09,London,graced85@allison.com,2078
58.0
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7299,Grace,Davies,2014-10-09,London,grace.d85@allison.com,2078
60.6
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7300,Grace,Dvesis,2014-10-09,London,grace.d85@allison.com,2078
60.6
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7542,Grace,Graham,1988-11-15,London,gg@friedman.org,2151
58.8
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
7543,Grace,Graham,1988-11-15,London,gg@friedmar.ong,2151
58.8
6,Nathan,Hill,2019-12-01,,nh90@ramos-archer.com,2
7,Nathan,Hill,2019-12-01,Liverpool,nh90@ramos-archer.com,2
93.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
86.0
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
10,Reuben,Henderson,1995-10-27,,,3
61.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
80.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
87.4
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
85.2
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
73.8
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
83.0
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
71.6
10,Reuben,Henderson,1995-10-27,,,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
64.2
10,Reuben,Henderson,1995-10-27,,,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
60.2
10,Reuben,Henderson,1995-10-27,,,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
68.6
11,Reuben,Henderson,1996-10-28,Bristol,,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
85.8
11,Reuben,Henderson,1996-10-28,Bristol,,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
87.6
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
83.6
14,Oscar,Rchards,2012-02-07,,oscarrichards38@copeland.com,4
15,Oscar,,2021-02-06,Manchester,oscarrichards38@copeland.com,4
61.4
15,Oscar,,2021-02-06,Manchester,oscarrichards38@copeland.com,4
6583,Oscar,,2007-06-06,Colchester,or17@myers.com,1879
57.0
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
17,Allen,Amelia,2018-11-04,Sheffield,ameliaallen84@kirby.com,5
63.6
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
90.8
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
92.2
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
75.6
17,Allen,Amelia,2018-11-04,Sheffield,ameliaallen84@kirby.com,5
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
59.8
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
78.4
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
85.6
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
4771,Amelia,Lowe,1985-09-09,Sheffield,a.lowe73@wilson-brown.info,1364
59.6
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
4773,Amelia,Lowe,1985-09-09,Sheffield,a.lowe73@wilson-brown.info,1364
59.6
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
63.2
21,Maxx,,1973-06-10,,max.henderson43@oneill-white.com,6
25,Max,Henderson,1972-06-10,,max.henderson43@oneili-whlte.com,6
59.4
22,Henderson,Max,1972-06-10,Warrington,max.henderson43@oneill-white.com,6
23,,Henderson,1972-05-12,Warrington,max.henderson43@oneill-white.com,6
60.6
22,Henderson,Max,1972-06-10,Warrington,max.henderson43@oneill-white.com,6
5106,Butler,Max,1997-04-10,London,m.butler@santana.org,1459
53.4
