unique_id,first_name,surname,dob,city,email,group
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
72.8
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
63.0
0,Robert,Alan,1971-06-24,,robert255@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
66.2
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
78.2
1,Robert,Allen,1971-05-24,,roberta25@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
54.0
2,Rob,Allen,1971-06-24,London,roberta25@smith.net,0
3,Robert,Alen,1971-06-24,Lonon,,0
56.2
4,Grace,,1997-04-26,London,grace.kelly52@jones.com,1
5,Grace,Kelly,1991-04-26,,grace.kelly52@jones.com,1
66.0
6,Nathan,Hill,2019-12-01,,nh90@ramos-archer.com,2
7,Nathan,Hill,2019-12-01,Liverpool,nh90@ramos-archer.com,2
93.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
86.0
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
10,Reuben,Henderson,1995-10-27,,,3
61.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
80.8
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
87.4
8,Reuben,Henderseon,1995-10-27,Bristol,reubenh@landry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
85.2
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
73.8
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
83.0
9,Reben,Henderson,1996-10-26,Bristol,reubenh@landry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
71.6
10,Reuben,Henderson,1995-10-27,,,3
11,Reuben,Henderson,1996-10-28,Bristol,,3
64.2
10,Reuben,Henderson,1995-10-27,,,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
60.2
10,Reuben,Henderson,1995-10-27,,,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
68.6
11,Reuben,Henderson,1996-10-28,Bristol,,3
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
85.8
11,Reuben,Henderson,1996-10-28,Bristol,,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
87.6
12,Reubenn,Henderson,1996-10-24,Bristol,reuenh@landrry.org,3
13,Reuben,Henderson,1995-10-27,Bristol,,3
83.6
14,Oscar,Rchards,2012-02-07,,oscarrichards38@copeland.com,4
15,Oscar,,2021-02-06,Manchester,oscarrichards38@copeland.com,4
61.4
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
17,Allen,Amelia,2018-11-04,Sheffield,ameliaallen84@kirby.com,5
63.6
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
90.8
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
92.2
16,Amelia,Allen,2018-11-04,Shedffied,ameliaallen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
75.6
17,Allen,Amelia,2018-11-04,Sheffield,ameliaallen84@kirby.com,5
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
59.8
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
78.4
18,Amelia,Allen,2018-11-04,Sheffield,ameliaalen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
85.6
19,Amelia,Allen,2018-11-04,,ameliaallen84@kirby.com,5
20,Amelai,Allen,2018-11-04,Sheffield,,5
63.2
21,Maxx,,1973-06-10,,max.henderson43@oneill-white.com,6
25,Max,Henderson,1972-06-10,,max.henderson43@oneili-whlte.com,6
59.4
22,Henderson,Max,1972-06-10,Warrington,max.henderson43@oneill-white.com,6
23,,Henderson,1972-05-12,Warrington,max.henderson43@oneill-white.com,6
60.6
23,,Henderson,1972-05-12,Warrington,max.henderson43@oneill-white.com,6
24,,Henderson,1972-06-10,Warrington,,6
62.4
23,,Henderson,1972-05-12,Warrington,max.henderson43@oneill-white.com,6
25,Max,Henderson,1972-06-10,,max.henderson43@oneili-whlte.com,6
59.6
28,Gracie,,2006-09-14,,gnj@la.e.om,8
31,Gracie,James,2006-09-14,Sheffield,g.j@lane.com,8
59.0
28,Gracie,,2006-09-14,,gnj@la.e.om,8
33,Gracie,James,2016-09-11,Shelfief,g.j@lane.com,8
54.6
29,James,Gracie,2006-09-14,Sleffiehd,g.j@lane.com,8
31,Gracie,James,2006-09-14,Sheffield,g.j@lane.com,8
61.6
29,James,Gracie,2006-09-14,Sleffiehd,g.j@lane.com,8
32,Gricae,James,2006-09-14,Sheffield,g.j@lane.com,8
61.6
29,James,Gracie,2006-09-14,Sleffiehd,g.j@lane.com,8
953,Chloe,Chalres,2006-04-14,Sheffield,cc@moore.com,292
53.2
30,Gracie,James,2016-10-10,Sheffield,g.j@lane.com,8
31,Gracie,James,2006-09-14,Sheffield,g.j@lane.com,8
106.6
30,Gracie,James,2016-10-10,Sheffield,g.j@lane.com,8
32,Gricae,James,2006-09-14,Sheffield,g.j@lane.com,8
98.6
30,Gracie,James,2016-10-10,Sheffield,g.j@lane.com,8
33,Gracie,James,2016-09-11,Shelfief,g.j@lane.com,8
101.4
31,Gracie,James,2006-09-14,Sheffield,g.j@lane.com,8
32,Gricae,James,2006-09-14,Sheffield,g.j@lane.com,8
107.4
31,Gracie,James,2006-09-14,Sheffield,g.j@lane.com,8
33,Gracie,James,2016-09-11,Shelfief,g.j@lane.com,8
103.6
32,Gricae,James,2006-09-14,Sheffield,g.j@lane.com,8
33,Gracie,James,2016-09-11,Shelfief,g.j@lane.com,8
95.6
34,Felicity,,1983-06-12,Cardiff,f.stevens89@lyons.biz,9
35,Felicity,Stevens,1983-07-13,Carddff,,9
60.6
34,Felicity,,1983-06-12,Cardiff,f.stevens89@lyons.biz,9
36,Felicity,,1982-06-11,Cardiff,,9
64.0
34,Felicity,,1983-06-12,Cardiff,f.stevens89@lyons.biz,9
37,Felicity,Steens,1982-08-12,Cardif,f.stevens89@lyons.biz,9
81.6
35,Felicity,Stevens,1983-07-13,Carddff,,9
36,Felicity,,1982-06-11,Cardiff,,9
58.4
35,Felicity,Stevens,1983-07-13,Carddff,,9
37,Felicity,Steens,1982-08-12,Cardif,f.stevens89@lyons.biz,9
65.0
36,Felicity,,1982-06-11,Cardiff,,9
37,Felicity,Steens,1982-08-12,Cardif,f.stevens89@lyons.biz,9
60.6
38,Jack,Bishop,1974-04-20,Brighton,jackobishop@booth.c.m,10
39,Jacc,Bishop,1974-04-20,Brighton,,10
89.0
42,Eleanor,Wislon,1994-09-13,Sheffield,e.wilson55@bradshaw.com,12
880,Elizabeth,Wislon,2017-09-12,Stockton-on-Tees,e.wilson85@hatfield.com,267
54.4
43,Isla,,1975-08-25,Birmingham,islaoliver@matthews-edwards.com,13
44,Isla,Oliver,1975-08-24,Birmingham,,13
68.8
43,Isla,,1975-08-25,Birmingham,islaoliver@matthews-edwards.com,13
45,Isla,Oliver,1975-08-24,,islaoliver@matthes-edwards.com,13
58.0
43,Isla,,1975-08-25,Birmingham,islaoliver@matthews-edwards.com,13
46,Isla,,1975-08-24,,islaoliver@matthdws-edwares.com,13
66.0
44,Isla,Oliver,1975-08-24,Birmingham,,13
45,Isla,Oliver,1975-08-24,,islaoliver@matthes-edwards.com,13
72.8
44,Isla,Oliver,1975-08-24,Birmingham,,13
161,Harvey,Oliver,1980-10-19,Birmingham,,47
55.0
45,Isla,Oliver,1975-08-24,,islaoliver@matthes-edwards.com,13
46,Isla,,1975-08-24,,islaoliver@matthdws-edwares.com,13
59.4
47,Ruby,Robinson,1983-01-31,London,r.robinson41@jones.com,14
555,,Robinson,1974-03-22,London,lillyrobinson@gill-yyates.org,165
58.8
48,Evelyn,Roberts,1998-05-11,Mansfield,e.roberts@medina.com,15
50,Eveylyn,Roberts,1988-05-11,Mansfield,e.roberts@medina.com,15
96.8
48,Evelyn,Roberts,1998-05-11,Mansfield,e.roberts@medina.com,15
